,sentence,tags,encoded_tags
495,"['Maestro', '.']","['O', 'O']","[0, 0]"
496,"['—', '¿', 'Cómo', 'haremos', 'eso', '?', 'Niño', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0]"
497,"['—', 'Renunciando', 'a', 'nuestra', 'voluntad', 'y', 'mortificando', 'nuestras', 'ruines', 'inclinaciones', 'y', 'tomando', 'el', 'mandamiento', 'de', 'Dios', 'por', 'consejero', 'en', 'todo', 'lo', 'que', 'hubiéremos', 'de', 'hacer', ';', 'y', ',', 'con', 'esto', ',', 'ocuparnos', 'en', 'la', 'consideración', 'y', 'meditación', 'de', 'sus', 'obras', 'y', 'maravillas', '.']","['O', 'CHRI', 'CHRI', 'CHRI', 'CHRI', 'O', 'CHRI', 'CHRI', 'CHRI', 'CHRI', 'O', 'O', 'O', 'GOD', 'GOD', 'GOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'CHRI', 'CHRI', 'CHRI', 'CHRI', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 0, 3, 3, 3, 3, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 0, 0, 0]"
498,"['Maestro', '.']","['O', 'O']","[0, 0]"
499,"['—', 'Todos', 'los', 'días', 'debe', 'hacer', 'eso', 'el', 'cristiano', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'CHRI', 'CHRI', 'O']","[0, 0, 0, 0, 0, 0, 0, 3, 3, 0]"
500,"['Porque', 'está', 'obligado', 'a', 'ello', '.']","['O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]"
501,"['Niño', '.']","['O', 'O']","[0, 0]"
502,"['—', 'Así', 'es', 'verdad', '.']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
503,"['Pero', 'singularmente', 'el', 'día', 'del', 'domingo', 'y', 'de', 'la', 'fiesta', 'ha', 'de', 'hacer', 'provisión', 'de', 'avisos', 'necesarios', 'para', 'hacerlo', 'toda', 'la', 'semana', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
504,"['Maestro', '.']","['O', 'O']","[0, 0]"
505,"['—', 'Quieres', 'decir', 'que', ',', 'en', 'lugar', 'del', 'sábado', 'que', 'tenía', 'el', 'pueblo', 'de', 'Israel', ',', 'nos', 'sucedió', 'a', 'nosotros', 'el', 'domingo', 'y', 'la', 'fiesta', 'en', 'que', 'hemos', 'de', 'holgar', ',', 'como', 'está', 'declarado', '?', 'Niño', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
506,"['—', 'Esto', 'mismo', 'es', 'lo', 'que', 'quiero', 'decir', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
507,"['Maestro', '.']","['O', 'O']","[0, 0]"
508,"['—', 'El', 'domingo', 'y', 'la', 'fiesta', 'son', 'santos', ',', 'por', 'haberlos', 'hecho', 'Dios', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
509,"['¿', 'Cómo', 'aquí', 'se', 'nos', 'manda', 'santificarlos', '?', 'Niño', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
510,"['—', 'No', 'quiere', 'decir', 'que', 'demos', 'santidad', 'a', 'estos', 'días', ',', 'porque', 'no', 'la', 'pueden', 'recibir', 'de', 'nosotros', ',', 'sino', 'que', 'en', 'días', 'santos', 'lo', 'seamos', 'también', 'nosotros', 'y', 'demos', 'a', 'entender', 'que', 'estamos', 'resucitados', 'con', 'Cristo', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0]"
511,"['Maestro', '.']","['O', 'O']","[0, 0]"
512,"['—', '¿', 'Con', 'qué', 'cosas', 'nos', 'mostraremos', 'ser', 'tales', 'en', 'semejantes', 'días', '?', 'Niño', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
513,"['—', 'Con', 'hacer', 'obras', 'de', 'caridad', 'unos', 'a', 'otros', '.']","['O', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'O', 'O', 'O', 'O']","[0, 0, 2, 2, 2, 2, 0, 0, 0, 0]"
514,"['Ayuntarnos', 'a', 'oír', 'la', 'palabra', 'de', 'Dios', ',', 'los', 'sacrificios', 'divinos', ',', 'y', 'las', 'ceremonias', 'ordenadas', 'y', 'mandadas', 'de', 'Dios', ';', 'hacer', 'oración', ',', 'usar', 'de', 'los', 'sacramentos', ',', 'conforme', 'a', 'la', 'institución', 'del', 'Señor', ';', 'y', ',', 'los', 'que', 'tienen', 'familias', ',', 'enseñarlas', 'cómo', 'han', 'de', 'servir', 'a', 'Dios', '.']","['O', 'O', 'GOD', 'GOD', 'GOD', 'GOD', 'GOD', 'O', 'SACRA', 'SACRA', 'SACRA', 'O', 'O', 'O', 'SACRA', 'SACRA', 'SACRA', 'SACRA', 'SACRA', 'SACRA', 'O', 'CHRI', 'CHRI', 'O', 'O', 'O', 'SACRA', 'SACRA', 'O', 'O', 'O', 'O', 'SACRA', 'SACRA', 'SACRA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'CHRI', 'CHRI', 'CHRI', 'CHRI', 'CHRI', 'O']","[0, 0, 1, 1, 1, 1, 1, 0, 4, 4, 4, 0, 0, 0, 4, 4, 4, 4, 4, 4, 0, 3, 3, 0, 0, 0, 4, 4, 0, 0, 0, 0, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 0]"
515,"['Y', 'tomar', 'de', 'la', 'palabra', 'de', 'Dios', 'provisión', 'de', 'avisos', ',', 'como', 'está', 'dicho', 'arriba', ',', 'para', 'sustentarnos', 'en', 'la', 'vida', 'espiritual', 'toda', 'la', 'semana', '.']","['O', 'O', 'O', 'GOD', 'GOD', 'GOD', 'GOD', 'GOD', 'GOD', 'GOD', 'GOD', 'GOD', 'GOD', 'GOD', 'GOD', 'GOD', 'GOD', 'GOD', 'GOD', 'GOD', 'CHRI', 'CHRI', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 0, 0, 0, 0]"
516,"['Porque', ',', 'para', 'este', 'fin', ',', 'son', 'diputados', 'los', 'tales', 'días', ',', 'y', 'no', 'para', 'holgar', 'con', 'el', 'cuerpo', 'y', 'pecar', 'con', 'el', 'ánima', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0]"
517,"['Maestro', '.']","['O', 'O']","[0, 0]"
518,"['—', 'Y', 'los', 'que', 'en', 'tales', 'días', ',', 'dejadas', 'estas', 'obras', ',', 'se', 'emplean', 'en', 'jugar', ',', 'reñir', ',', 'urdir', 'pendencias', 'y', 'discordias', ',', 'glotonear', ',', 'murmurar', ',', 'ventanear', 'y', 'hacer', 'lo', 'contrario', 'de', 'lo', 'que', 'aquí', 'se', 'nos', 'pide', ',', '¿', 'qué', 'dirás', 'de', 'ellos', '?', 'Niño', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
519,"['—', 'Los', 'tales', 'son', 'quebrantadores', 'de', 'este', 'mandamiento', '.']","['O', 'O', 'O', 'O', 'GOD', 'GOD', 'GOD', 'GOD', 'O']","[0, 0, 0, 0, 1, 1, 1, 1, 0]"
520,"['Y', 'son', 'en', 'días', 'tan', 'santos', 'como', 'una', 'mancha', 'muy', 'fea', 'y', 'sucia', 'en', 'una', 'ropa', 'riquísima', ',', 'muy', 'limpia', ',', 'y', 'hermosa', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
521,"['Maestro', '.']","['O', 'O']","[0, 0]"
522,"['—', 'En', 'los', 'mandamientos', 'dichos', ',', 'que', 'son', 'los', 'de', 'la', 'primera', 'tabla', ',', 'somos', 'instruidos', 'y', 'enseñados', 'en', 'cómo', 'hemos', 'de', 'honrar', 'a', 'solo', 'Dios', '.']","['O', 'O', 'GOD', 'GOD', 'O', 'O', 'O', 'O', 'O', 'O', 'GOD', 'GOD', 'GOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'O']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0]"
523,"['En', 'el', 'primero', ',', 'se', 'nos', 'pide', 'limpieza', 'interior', ',', 'el', 'corazón', 'lleno', 'de', 'su', 'amor', 'y', 'confianza', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'JUS', 'JUS', 'O', 'O', 'O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'O']","[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0]"
524,"['En', 'el', 'segundo', ',', 'la', 'santificación', 'de', 'su', 'nombre', ',', 'usando', 'de', 'él', 'para', 'gloria', 'suya', 'y', 'para', 'testificar', 'la', 'religión', 'del', 'corazón', '.']","['O', 'O', 'O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'O', 'O', 'O', 'O', 'CHRI', 'CHRI', 'CHRI', 'O', 'O', 'O', 'O', 'CHRI', 'CHRI', 'CHRI', 'O']","[0, 0, 0, 0, 0, 2, 2, 2, 2, 0, 0, 0, 0, 3, 3, 3, 0, 0, 0, 0, 3, 3, 3, 0]"
525,"['En', 'el', 'tercero', ',', 'las', 'obras', 'exteriores', 'que', 'debemos', 'hacer', 'en', 'el', 'servicio', 'divino', 'para', 'descubrir', 'por', 'ellas', 'que', 'tenemos', 'a', 'Dios', 'por', 'Señor', ',', 'que', 'honramos', 'y', 'reverenciamos', 'las', 'cosas', 'que', 'él', 'ordenó', 'y', 'manda', '.']","['O', 'O', 'O', 'O', 'O', 'JUS', 'JUS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
526,"['Resta', 'ahora', 'tratar', 'de', 'los', 'mandamientos', 'de', 'la', 'segunda', 'tabla', ',', 'en', 'los', 'cuales', 'somos', 'enseñados', 'las', 'obras', 'que', 'debemos', 'hacer', 'con', 'nuestros', 'prójimos', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GOD', 'GOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 0]"
527,"['Di', ',', 'vos', ',', 'ahora', 'el', 'primero', 'y', 'cuarto', 'en', 'orden', 'y', ',', 'después', ',', 'su', 'declaración', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
528,"['Niño', '.']","['O', 'O']","[0, 0]"
529,"['—', 'El', 'cuarto', 'mandamiento', 'es', ':', 'Honra', 'a', 'tu', 'padre', 'y', 'a', 'tu', 'madre', 'para', 'que', 'vivas', 'largo', 'tiempo', 'sobre', 'la', 'tierra', '.']","['O', 'O', 'O', 'GOD', 'O', 'O', 'GOD', 'GOD', 'GOD', 'GOD', 'GOD', 'GOD', 'GOD', 'GOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
530,"['En', 'este', 'mandamiento', 'se', 'entienden', 'por', 'padres', ',', 'primeramente', ',', 'los', 'que', 'nos', 'engendraron', ',', 'de', 'los', 'cuales', 'nacimos', '.']","['O', 'GOD', 'GOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
531,"['Los', 'segundos', ',', 'nuestros', 'tutores', 'y', 'curadores', ',', 'que', 'por', 'otro', 'nombre', 'se', 'llaman', 'padres', 'de', 'menores', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
532,"['Los', 'terceros', ',', 'los', 'magistrados', 'que', 'administran', 'justicia', 'y', 'los', 'señores', 'para', 'con', 'sus', 'criados', '.']","['O', 'O', 'O', 'O', 'CHRI', 'CHRI', 'CHRI', 'CHRI', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
533,"['Por', 'la', 'cuarta', 'manera', 'de', 'padres', ',', 'se', 'entienden', 'los', 'pastores', 'de', 'la', 'Iglesia', 'y', 'los', 'ministros', 'del', 'Evangelio', ',', 'y', 'nuestros', 'maestros', 'y', 'enseñadores', ',', 'y', 'también', 'los', 'viejos', 'ancianos', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'CHRI', 'CHRI', 'CHRI', 'CHRI', 'O', 'O', 'CHRI', 'CHRI', 'CHRI', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 0, 0, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
534,"['Maestro', '.']","['O', 'O']","[0, 0]"
535,"['—', 'Di', ',', '¿', 'qué', 'honra', 'entiende', 'aquí', 'que', 'se', 'les', 'ha', 'de', 'dar', 'para', 'cumplir', 'el', 'mandamiento', '?', 'Niño', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0]"
536,"['—', 'Lo', 'primero', 'que', 'se', 'ha', 'de', 'hacer', 'con', 'ellos', 'es', 'tenerlos', 'en', 'gran', 'estima', 'y', 'reverencia', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
537,"['Lo', 'segundo', ',', 'sentir', 'y', 'hablar', 'bien', 'de', 'ellos', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
538,"['Lo', 'tercero', ',', 'socorrerlos', 'en', 'sus', 'necesidades', 'con', 'mantenimiento', ',', 'servicio', 'y', 'lo', 'que', 'más', 'hubieren', 'menester', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
539,"['Lo', 'cuarto', ',', 'hacer', 'alegremente', 'lo', 'que', 'nos', 'mandaren', ',', 'cuando', 'no', 'fuere', 'contra', 'la', 'ley', 'de', 'Dios', 'ni', 'contra', 'la', 'caridad', 'del', 'prójimo', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GOD', 'GOD', 'GOD', 'GOD', 'O', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 2, 2, 2, 2, 0]"
540,"['Lo', 'quinto', ',', 'sufrirlos', 'con', 'paciencia', 'cuando', 'fuéremos', 'de', 'ellos', 'tratados', 'ásperamente', ',', 'y', 'cuando', 'fueren', 'ya', 'viejos', 'y', 'de', 'recia', 'condición', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
541,"['Maestro', '.']","['O', 'O']","[0, 0]"
542,"['—', 'Si', 'vuestros', 'padres', 'o', 'mayores', 'son', 'malos', 'y', 'no', 'hacen', 'lo', 'que', 'deben', ',', 'y', 'con', 'esto', 'os', 'mandan', 'alguna', 'cosa', ',', '¿', 'qué', 'es', 'lo', 'que', 'debes', 'hacer', '?', 'Niño', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
543,"['—', 'Rogaré', 'a', 'Dios', 'que', 'los', 'haga', 'buenos', 'y', 'los', 'remedie', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
544,"['Y', 'si', 'fuere', 'bueno', 'lo', 'que', 'me', 'mandaren', ',', 'lo', 'haré', ';', 'y', 'si', 'malo', ',', 'no', 'haré', 'caso', 'de', 'ello', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
545,"['Maestro', '.']","['O', 'O']","[0, 0]"
546,"['—', '¿', 'Qué', 'es', 'la', 'razón', 'de', 'eso', '?', 'Niño', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
547,"['—', 'La', 'razón', 'es', 'porque', 'no', 'me', 'debo', 'yo', 'privar', 'del', 'bien', 'de', 'honrarlos', 'y', 'obedecerlos', ',', 'como', 'Dios', 'manda', ',', 'por', 'su', 'mala', 'vida', 'de', 'ellos', ';', 'porque', 'eso', 'sería', 'ser', 'yo', ',', 'a', 'porfía', ',', 'malo', 'también', 'con', 'ellos', ',', 'y', 'perder', 'mi', 'bien', 'por', 'causa', 'del', 'mal', 'que', 'está', 'en', 'ellos', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
548,"['Y', 'porque', 'ellos', 'no', 'quieren', 'comer', ',', 'dejarme', 'yo', 'morir', 'de', 'hambre', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
549,"['Maestro', '.']","['O', 'O']","[0, 0]"
550,"['—', '¿', 'Por', 'qué', 'está', 'junta', 'a', 'este', 'mandamiento', 'la', 'promesa', 'de', 'vivir', 'larga', 'vida', '?', 'Niño', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'GOD', 'GOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
551,"['—', 'Para', 'despertar', 'y', 'provocar', 'a', 'los', 'hijos', 'a', 'honrar', 'a', 'sus', 'padres', 'con', 'mayor', 'afición', 'y', 'diligencia', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
552,"['A', 'los', 'que', 'así', 'lo', 'hacen', 'por', 'obedecer', 'al', 'mandamiento', ',', 'les', 'da', 'Dios', 'mucha', 'prosperidad', 'y', 'largos', 'años', 'de', 'vida', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
553,"['Y', ',', 'si', 'acontece', 'ser', 'afligidos', ',', 'sírveles', 'la', 'aflicción', 'de', 'ser', 'más', 'enriquecidos', 'de', 'los', 'bienes', 'del', 'cielo', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0]"
554,"['Maestro', '.']","['O', 'O']","[0, 0]"
555,"['—', 'Y', 'los', 'hijos', 'que', 'tratan', 'mal', 'de', 'palabra', 'o', 'de', 'obra', 'a', 'su', 'padre', 'o', 'madre', ',', '¿', 'pecan', '?', 'Niño', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
556,"['—', 'Los', 'tales', 'pecan', 'gravísimamente', 'contra', 'este', 'mandamiento', 'y', 'son', 'castigados', 'de', 'Dios', 'en', 'esta', 'vida', 'con', 'horribles', 'castigos', 'por', 'estar', 'sobre', 'ellos', 'su', 'maldición', ',', 'la', 'cual', 'los', 'acabará', 'de', 'consumir', 'y', 'tragar', 'al', 'fin', ',', 'si', 'no', 'se', 'arrepienten', 'de', 'verdad', ',', 'y', 'se', 'enmiendan', 'con', 'tiempo', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'GOD', 'GOD', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
557,"['Maestro', '.']","['O', 'O']","[0, 0]"
